,Contract Name,Strike,Last Price,Bid,Ask,Volume,Sign
0,SHEL240126C00040000,40.0,21.29,22.6,22.8,22,0.5675000000000001
1,SHEL240126C00055000,55.0,8.2,7.7,7.9,0,0.14181818181818184
2,SHEL240126C00059000,59.0,3.65,3.6,3.9,1,0.0635593220338983
3,SHEL240126C00060000,60.0,2.3,2.65,2.8,3,0.04541666666666666
4,SHEL240126C00061000,61.0,1.7,1.7,1.85,42,0.029098360655737704
5,SHEL240126C00062000,62.0,0.7,0.7,0.8,1092,0.012096774193548387
6,SHEL240126C00063000,63.0,0.1,0.0,0.05,1,0.0003968253968253968
7,SHEL240126C00064000,64.0,0.1,0.0,0.05,3,0.000390625
8,SHEL240126C00065000,65.0,0.02,0.0,0.05,6,0.0003846153846153846
9,SHEL240126C00066000,66.0,0.03,0.0,0.05,1,0.0003787878787878788
10,SHEL240126C00067000,67.0,0.03,0.0,0.1,1,0.0007462686567164179
11,SHEL240126C00068000,68.0,0.02,0.0,0.1,4,0.0007352941176470588
12,SHEL240126C00069000,69.0,0.08,0.0,0.7,4,0.005072463768115942
13,SHEL240126C00070000,70.0,0.01,0.0,0.75,6,0.005357142857142857
14,SHEL240126C00071000,71.0,0.32,0.0,0.75,1,0.00528169014084507
15,SHEL240126C00072000,72.0,0.21,0.0,0.75,1,0.005208333333333333
